experience_level,years_experience,employment_type,company_size,remote_ratio,benefits_score,job_description_length,skill_count
3,12,0,1,0,8.2,1678,3
3,15,0,1,100,6.6,557,5
3,16,1,2,50,8.9,1000,4
2,9,1,0,100,5.9,1941,3
1,2,1,0,0,7.6,1080,3
2,8,0,2,100,8.7,1288,3
2,8,0,1,0,6.4,2069,4
2,8,0,1,50,8.6,2133,4
3,11,0,1,0,7.5,1643,3
0,0,0,0,0,9.5,1856,5
0,1,0,1,50,8.6,1210,3
3,12,0,0,50,5.1,2370,5
0,0,0,1,0,6.6,1900,3
0,1,0,0,0,9.1,1283,4
1,2,0,2,50,7.9,1910,3
0,1,1,0,0,8.4,1898,5
0,1,0,0,50,6.4,1629,4
1,2,0,0,50,5.9,1143,4
0,1,0,1,0,5.0,2131,5
3,15,1,0,50,9.8,2016,5
3,11,0,0,100,9.4,1862,3
3,13,0,2,100,5.8,1322,5
1,4,0,0,50,5.1,806,4
3,19,1,0,100,5.2,1685,5
1,2,0,1,50,8.9,1979,5
3,12,1,0,0,8.7,2193,3
3,19,1,2,100,9.5,1952,3
1,3,0,2,0,8.4,1217,4
0,0,0,2,50,5.0,1590,3
1,2,0,2,50,9.5,2182,3
0,1,0,2,100,7.9,1120,4
3,12,0,1,50,5.4,1709,3
2,6,0,1,100,8.2,1935,3
1,4,0,1,0,6.3,1918,5
1,2,0,2,0,5.1,2012,3
0,0,1,2,50,8.4,2460,4
0,0,1,0,100,6.4,2326,5
1,2,0,1,50,5.4,612,4
2,7,0,2,50,5.1,1827,5
1,4,1,1,100,5.1,2078,5
2,9,0,1,100,7.1,2113,4
1,3,0,2,0,7.6,1431,3
1,4,0,0,100,6.8,1944,3
2,5,0,2,0,8.1,2154,3
0,1,0,2,100,10.0,1479,4
3,11,1,2,50,6.1,1747,5
0,0,0,2,50,5.2,1918,3
3,18,0,2,50,8.0,965,5
2,9,1,1,50,9.7,2472,4
1,3,0,0,0,7.6,1158,5
0,1,0,1,100,8.9,1631,3
2,5,0,2,50,9.5,1340,4
0,1,0,2,50,5.9,1744,5
2,5,0,1,0,9.2,2030,3
3,17,0,0,50,5.6,1062,4
2,8,0,1,50,5.9,1492,3
0,1,0,1,100,8.9,572,5
3,15,0,2,100,9.7,1482,5
2,7,0,2,0,6.9,2455,5
0,0,0,1,0,5.3,2482,3
0,0,1,0,50,8.7,1305,3
1,3,0,0,0,6.0,1910,4
2,7,0,0,50,8.6,2459,4
1,4,1,2,50,5.0,1155,5
0,1,0,2,50,9.9,1537,3
2,6,0,1,0,7.2,1005,4
0,1,0,0,50,9.1,1691,3
1,4,0,2,100,7.2,2038,4
2,9,0,2,50,8.9,1671,5
3,10,0,1,0,8.8,1795,3
2,8,0,2,0,7.9,549,5
2,8,0,1,50,6.6,908,4
3,17,0,1,100,8.2,1405,3
2,6,0,1,0,9.8,885,3
0,1,0,1,50,6.9,828,5
2,6,0,1,100,5.2,1616,5
3,11,0,1,100,7.6,891,5
0,0,0,2,0,5.5,2029,3
0,0,0,2,50,9.5,1297,3
0,0,1,2,50,7.4,1495,5
3,16,0,2,100,7.3,1254,5
0,1,1,0,0,5.3,2170,5
3,14,1,1,50,7.5,1830,5
3,12,0,1,50,6.2,528,3
3,11,0,1,50,6.8,1213,5
2,8,0,0,0,7.8,1807,3
2,8,1,0,50,6.7,2470,4
3,14,1,1,100,5.8,926,5
2,6,0,2,100,6.4,2018,5
3,13,1,0,100,9.6,1491,4
1,2,0,0,100,9.6,2343,4
2,5,0,1,50,6.3,2366,5
3,14,0,1,50,8.5,2072,4
1,3,0,0,100,9.2,1587,4
3,13,1,1,0,9.6,1198,5
1,3,0,1,0,6.1,2097,4
1,4,0,2,50,7.8,1455,4
3,17,1,1,0,6.8,2250,3
2,7,0,2,100,7.1,1997,3
2,7,0,0,100,5.5,1378,3
0,0,0,2,50,6.9,1569,3
2,6,0,0,50,6.1,2297,4
2,6,0,2,50,9.7,1873,4
1,3,0,1,0,5.1,1668,3
3,14,0,2,50,5.7,1460,3
1,3,0,0,100,8.6,2283,5
3,18,0,0,0,9.0,714,4
2,9,0,1,0,8.0,2294,4
0,0,0,2,100,7.3,1697,4
2,7,1,2,0,8.2,1354,5
1,4,0,1,100,8.9,1563,3
3,15,0,2,0,7.9,1386,4
2,9,1,2,100,6.0,1757,3
1,2,1,1,0,9.1,2463,4
0,0,0,1,100,7.2,1725,4
1,2,0,1,50,6.6,1517,3
0,1,0,0,100,5.6,834,3
3,13,1,1,50,7.7,561,4
3,11,0,2,50,6.5,1302,3
1,2,1,0,50,6.0,648,5
0,1,1,0,50,9.0,1836,3
1,2,0,0,100,9.1,1927,4
3,18,0,0,0,7.7,524,3
2,9,0,1,100,7.4,1813,5
1,4,0,0,50,5.2,871,5
0,0,1,1,100,5.1,1079,4
1,3,0,0,50,5.0,1871,5
3,10,1,0,50,9.3,1017,5
3,11,0,0,100,6.7,672,4
0,1,0,0,50,6.9,2312,4
1,2,0,1,50,7.3,918,4
3,14,0,1,100,9.8,2235,4
0,0,0,1,0,6.0,619,3
0,1,0,2,0,7.1,2464,5
3,10,0,2,100,6.6,2281,4
3,14,0,2,0,5.6,701,5
1,3,0,0,0,9.6,1545,5
1,4,0,0,0,8.9,1278,4
1,3,1,2,50,8.3,836,4
2,5,0,2,50,9.6,1502,3
0,1,0,1,0,7.0,1981,3
0,0,0,2,0,8.6,1323,4
1,2,0,2,0,5.0,812,4
2,6,0,1,100,9.9,2159,4
2,6,0,1,50,7.1,2273,5
0,0,0,2,100,6.8,1968,4
3,12,0,2,50,5.1,2213,3
1,2,0,1,0,7.8,1643,4
1,2,0,1,100,7.7,1129,4
2,5,0,1,50,6.6,983,5
2,6,0,2,50,9.7,586,4
0,0,0,2,0,8.5,1949,3
3,18,0,2,50,8.7,1086,3
0,0,1,1,50,9.2,1959,4
2,8,1,0,0,6.2,888,4
0,0,1,0,100,7.7,1518,3
2,8,0,2,100,5.6,1007,5
1,4,1,1,0,8.1,1825,3
2,9,0,2,50,7.4,914,3
3,16,0,1,0,9.9,1018,3
1,4,0,0,0,6.0,1629,5
2,9,0,1,50,7.5,1349,4
0,1,0,0,50,8.5,530,5
3,16,0,0,100,6.4,1450,4
3,13,1,0,0,8.0,2160,4
3,19,0,0,50,7.0,1785,5
1,3,0,1,0,9.9,1185,5
2,5,0,2,50,5.5,1881,5
3,13,0,2,100,9.7,634,4
0,0,1,0,100,8.6,2054,3
1,2,1,0,0,5.1,1257,4
3,19,1,1,50,6.4,2129,3
3,16,0,2,100,9.0,2310,4
0,1,0,2,0,5.8,2127,3
0,0,0,0,0,6.8,1096,3
1,3,0,1,100,8.3,2384,3
0,0,0,1,0,9.8,1414,3
3,11,0,2,0,6.8,1454,4
3,17,0,1,100,6.6,1534,5
2,5,0,2,100,9.6,2233,5
2,6,1,1,100,8.6,1494,5
0,0,0,1,100,7.5,2160,5
2,5,0,2,100,6.7,1190,5
1,2,1,1,50,5.7,1451,3
3,19,1,2,100,9.6,1620,3
2,6,0,2,50,9.2,1598,4
2,6,1,1,100,9.9,2427,5
0,1,0,0,0,9.5,1157,4
2,5,0,2,50,7.8,2127,4
2,8,1,0,100,9.6,650,3
3,13,1,2,50,7.4,1914,4
2,7,0,2,0,6.5,2176,3
1,2,0,0,50,5.3,1249,3
0,0,0,1,0,8.5,1829,4
1,3,1,1,50,7.0,881,3
0,1,1,0,50,8.3,1588,4
2,6,1,1,0,7.0,2254,3
3,14,0,1,0,9.2,621,5
1,4,0,0,0,5.4,1685,3
0,0,1,2,0,8.9,1508,5
0,1,0,0,50,9.6,2006,5
1,3,0,2,50,8.1,1500,5
0,0,0,2,0,9.8,778,5
3,15,0,1,100,5.7,1655,3
1,3,1,0,50,6.6,2248,3
3,10,1,0,50,8.0,2448,5
2,7,0,0,50,5.6,1966,3
1,2,0,2,50,5.3,887,4
3,17,0,0,100,8.3,1750,5
2,9,0,2,50,9.4,1115,5
3,16,1,0,0,5.7,705,5
1,3,1,2,0,9.2,1333,5
0,1,0,2,0,7.3,1175,3
3,18,0,2,50,8.7,1433,4
3,16,0,2,50,7.0,2244,5
2,5,1,2,100,5.8,1092,3
1,4,0,1,0,6.2,1328,3
1,4,0,1,100,9.3,2343,3
1,2,0,1,50,5.5,836,4
1,2,0,2,50,8.4,1321,5
0,0,0,0,100,9.3,2313,4
3,11,0,0,100,5.3,1383,4
1,3,1,0,100,6.3,812,4
3,13,0,1,0,9.0,748,4
1,2,0,0,50,9.6,1097,5
3,14,0,2,50,7.2,1193,4
3,19,0,1,100,8.1,506,5
0,1,0,0,0,10.0,2261,3
1,4,0,2,0,9.2,2344,5
1,2,0,1,50,5.6,1423,4
0,0,1,2,50,7.7,1668,4
2,8,0,2,0,7.3,1026,4
2,7,0,0,100,5.4,1565,5
2,6,0,2,0,7.5,2182,3
0,1,0,0,100,6.5,775,3
2,8,0,1,50,9.3,2495,4
3,16,0,1,50,9.7,2206,4
3,19,0,1,0,8.0,518,5
0,1,1,0,50,6.6,1317,5
1,2,0,0,50,6.6,1201,5
3,11,1,2,0,8.0,722,3
1,4,0,2,50,9.8,2040,3
3,13,0,1,50,7.9,1210,3
2,5,0,2,50,5.1,962,5
2,7,0,1,50,7.5,2251,4
1,2,0,0,50,8.3,2247,4
3,14,0,2,0,6.5,2282,4
3,10,0,0,100,7.4,927,5
0,0,0,0,50,9.4,1460,4
3,13,1,2,0,6.1,933,5
1,3,0,1,100,9.2,856,5
1,2,0,1,50,8.3,1552,3
0,1,0,2,100,5.3,752,5
1,4,0,0,50,5.4,1666,4
2,7,0,0,0,8.5,1413,3
3,19,1,1,0,6.3,1694,3
2,7,0,0,100,8.2,1642,3
0,0,0,0,0,7.2,1862,3
3,11,1,2,50,6.5,877,3
2,7,0,0,100,7.9,852,5
0,0,0,2,50,9.5,2215,5
1,2,0,1,100,7.0,2245,5
2,5,0,1,0,9.2,735,4
3,13,0,1,100,6.0,950,5
3,14,1,2,100,5.2,2010,4
3,12,0,1,50,9.8,1936,4
1,3,0,1,50,6.7,1280,3
3,16,1,0,100,9.9,1713,5
1,2,0,1,50,6.4,1728,5
2,5,1,2,0,6.4,897,3
2,9,0,0,0,8.6,1512,3
0,0,0,2,0,9.2,532,3
1,2,0,0,50,6.9,1987,4
0,1,0,1,50,6.1,2139,4
2,9,0,1,0,9.5,1469,4
1,4,0,2,50,8.6,1130,3
0,1,1,2,50,5.0,709,5
1,2,0,1,100,7.3,2494,3
2,8,0,0,100,5.8,759,4
1,3,0,2,50,7.1,1078,4
2,6,1,0,50,7.5,1920,5
2,7,0,2,50,7.0,678,4
0,0,0,2,100,9.4,905,5
3,13,0,0,50,9.8,1181,3
3,16,0,1,100,7.1,1838,4
1,4,0,2,0,6.0,1408,4
1,4,0,0,100,7.9,2264,4
3,11,0,2,50,5.2,1808,3
3,12,1,2,0,6.7,640,5
0,1,1,1,100,8.8,2273,5
0,1,0,1,50,9.4,1699,4
0,1,0,2,50,9.2,562,5
0,0,0,0,50,5.1,1640,5
0,1,0,0,0,8.5,1405,4
3,10,1,0,100,8.3,937,5
1,3,0,1,0,6.8,1301,5
3,17,1,0,0,6.6,674,4
2,8,1,0,100,7.6,1339,3
3,11,0,2,100,8.0,2142,5
0,1,0,2,100,8.7,1744,4
1,4,0,1,0,5.3,1223,5
1,3,0,2,0,7.0,1117,5
3,18,0,1,50,9.8,2356,5
0,0,0,2,0,7.6,1929,4
2,8,0,1,0,7.9,1455,5
0,0,0,0,0,5.1,2121,5
0,0,0,0,0,8.3,1440,4
2,7,0,2,50,6.3,2419,3
0,1,0,1,50,9.6,1913,5
2,5,0,2,0,6.9,2010,5
3,16,0,1,0,8.9,1284,4
2,7,0,1,0,6.8,1237,3
3,15,0,1,50,6.6,1027,4
1,2,1,1,0,6.4,560,4
0,1,0,0,50,9.9,2269,3
2,9,0,1,100,9.2,1148,4
3,16,0,1,100,6.1,1099,3
3,12,1,0,50,7.2,1778,4
1,2,1,1,100,8.0,2152,4
3,12,0,2,50,5.5,592,3
1,2,0,1,100,6.5,940,3
2,7,0,2,0,8.6,2021,5
2,7,1,2,0,6.3,1160,3
1,2,0,2,100,7.6,1277,4
2,6,0,1,100,9.2,1769,4
2,9,0,2,50,9.2,988,4
1,4,0,2,100,7.8,2229,5
0,1,0,1,0,8.3,1751,5
3,18,0,1,50,8.4,691,3
0,1,0,0,100,5.8,771,3
0,1,1,1,50,5.1,1824,3
2,8,0,0,50,6.5,2210,5
3,14,0,0,50,5.2,1004,3
2,9,1,1,50,5.5,1747,3
2,6,1,1,50,5.8,2156,5
0,0,0,0,50,8.3,793,3
1,4,1,0,50,6.4,1424,3
3,18,0,0,50,8.7,1886,5
3,19,0,0,0,5.5,2081,5
0,1,1,0,50,7.2,515,3
3,14,0,0,50,9.8,1185,3
1,3,0,1,50,5.4,2179,5
2,6,0,0,100,8.6,1190,3
2,7,0,1,100,8.0,935,5
2,7,0,2,50,8.9,1482,5
1,4,0,0,50,5.3,513,5
1,3,1,0,50,5.7,1918,3
2,7,0,2,0,6.7,854,4
1,4,0,2,0,8.6,1019,4
0,0,0,0,0,9.1,2432,4
0,0,0,1,100,6.0,1020,3
1,3,0,1,0,7.1,1520,4
1,3,0,1,0,5.3,657,3
2,8,0,2,0,7.8,2442,3
2,6,0,1,50,6.3,2463,4
3,14,0,2,0,8.3,962,4
3,13,1,1,0,7.0,1175,4
1,3,0,2,100,5.5,915,4
0,0,0,0,50,6.8,2328,3
2,9,0,2,50,8.8,2317,5
2,8,1,0,50,5.4,580,3
1,3,1,1,0,7.4,1910,3
2,9,0,0,0,6.8,2482,3
2,6,1,0,0,7.9,2201,4
1,4,0,0,0,5.4,574,4
3,15,0,0,50,10.0,730,4
1,4,1,1,50,9.8,2087,4
2,8,0,2,50,5.2,1589,3
1,3,0,1,0,6.6,2258,5
1,3,0,1,0,8.6,2095,3
1,2,0,0,50,8.4,1387,3
0,0,0,0,0,5.1,1654,4
0,1,0,0,100,5.4,1736,5
2,8,1,1,0,8.8,1463,5
3,19,1,2,0,8.4,1959,3
3,16,1,1,100,7.5,2406,3
0,0,0,0,50,8.4,1098,3
2,5,0,2,0,7.2,1494,4
3,16,0,2,0,9.6,2138,3
3,16,0,0,100,9.7,1692,4
0,1,0,2,100,5.1,697,4
2,8,0,0,50,9.2,2076,3
2,5,0,2,100,6.2,2015,5
2,7,0,0,0,9.7,1897,5
0,1,0,1,0,6.7,797,4
1,2,1,1,0,7.9,1261,3
0,1,0,2,50,8.8,632,4
2,9,1,2,100,7.9,1712,3
3,15,0,0,50,9.1,768,5
1,2,0,1,100,7.4,1185,3
1,2,0,2,100,9.2,1321,5
2,8,1,0,100,9.4,691,5
1,3,1,0,0,6.4,1777,3
3,13,1,1,50,6.5,2205,3
1,2,0,0,0,7.7,1970,3
1,4,0,2,50,9.4,1515,4
3,10,1,2,0,8.3,2364,3
1,3,0,1,0,5.4,1719,4
1,2,0,0,100,5.9,1799,3
1,2,1,0,100,8.2,822,3
3,11,0,1,100,5.6,2325,3
1,2,0,1,50,9.2,2462,3
3,12,0,1,100,7.2,1132,4
2,6,1,0,0,6.3,1027,5
3,11,0,0,100,8.2,1140,5
1,2,0,0,100,6.4,896,4
0,0,0,2,50,5.3,798,3
0,0,0,0,100,8.0,1933,4
0,1,0,1,0,9.0,1001,3
3,18,0,2,100,6.1,935,4
2,9,0,0,50,10.0,2446,4
2,5,1,0,50,9.6,559,5
3,13,1,1,100,9.7,1599,4
0,0,0,1,50,9.6,561,5
1,4,1,0,50,5.8,867,5
2,5,0,0,100,9.9,1695,4
0,1,0,0,100,9.8,1821,4
2,7,0,0,50,9.2,2140,5
1,4,0,2,0,8.5,1582,5
1,3,0,0,50,5.8,1242,5
3,11,0,2,50,5.4,680,3
0,0,0,1,100,5.9,756,3
3,16,0,0,50,5.2,528,5
0,1,1,2,50,8.9,999,3
3,15,1,2,0,9.5,1202,4
3,17,0,0,0,7.5,1473,4
0,0,0,1,50,6.0,1524,4
1,3,0,0,100,6.4,2419,3
3,16,1,2,100,5.7,1716,4
1,4,0,2,50,9.2,800,5
3,12,0,0,50,9.0,2409,5
0,1,1,1,100,8.7,2314,3
1,4,1,1,100,7.5,796,4
1,4,0,1,50,8.0,1306,4
2,8,0,1,100,9.2,2269,4
1,2,0,0,0,5.3,2009,3
1,4,0,1,100,6.9,850,3
3,14,1,0,0,8.7,2118,5
3,13,0,0,0,6.6,1127,5
2,7,1,1,0,5.4,2454,4
0,1,0,1,50,6.8,1545,5
2,6,1,1,50,9.5,508,3
0,1,0,0,100,5.3,2474,3
1,4,0,2,0,8.0,2017,5
1,2,0,2,100,6.3,624,3
3,19,0,0,0,9.5,860,3
0,0,1,2,0,7.4,1146,5
2,8,0,0,50,9.4,1786,3
1,2,1,0,0,6.2,809,3
2,9,1,1,50,5.3,1591,3
1,4,1,0,100,8.8,1614,3
3,13,0,2,0,5.9,703,5
1,4,1,1,100,8.8,1442,4
3,18,1,1,50,8.8,2392,5
3,17,0,2,0,5.9,1765,5
3,17,0,1,0,8.4,827,3
2,9,0,2,100,5.4,1306,5
0,0,0,1,0,6.1,1464,4
0,1,0,0,100,5.0,690,5
1,2,0,1,0,10.0,546,4
2,9,0,1,50,7.7,2439,3
0,1,0,0,100,5.5,2104,3
1,3,0,0,0,9.4,2355,5
0,1,1,0,50,8.6,1693,4
0,0,0,2,50,6.2,1405,5
3,16,1,2,0,8.7,1829,5
3,19,0,1,0,8.1,1311,3
3,17,0,0,100,6.2,1203,5
0,1,1,2,100,8.1,2097,3
2,5,0,0,100,5.1,2084,4
2,6,0,2,50,9.0,595,4
3,17,0,0,50,9.6,1634,5
3,12,0,2,100,5.5,706,4
3,16,0,0,50,9.9,1960,4
0,0,1,2,0,6.1,1961,3
1,2,0,2,0,5.7,1750,5
1,4,0,2,50,5.7,974,4
0,1,0,0,0,6.6,2395,5
1,3,0,0,0,8.4,2076,4
0,1,0,0,50,6.4,1628,4
1,2,0,1,50,9.0,1841,5
1,3,0,0,0,9.7,1242,4
2,6,1,2,50,8.6,1944,5
2,9,1,0,100,9.3,941,3
2,9,1,2,0,8.4,1128,5
1,3,0,2,100,6.3,959,4
3,13,0,1,0,7.3,2428,5
3,15,0,0,0,6.9,608,5
3,13,0,1,50,6.8,1473,4
1,3,0,0,0,10.0,2028,5
1,2,0,0,0,6.9,1542,3
1,2,0,1,100,6.0,1971,4
1,3,0,2,50,8.9,594,5
2,8,0,2,50,5.5,2304,5
3,13,0,1,0,6.4,1106,5
1,2,0,1,100,6.8,536,3
0,1,0,1,50,6.3,664,3
3,15,0,2,50,9.8,2190,3
0,1,0,1,0,7.1,882,5
1,3,1,0,50,7.1,894,5
2,6,1,2,50,8.5,2288,3
3,16,0,2,50,6.1,784,5
2,9,1,1,100,7.0,673,3
3,14,0,2,50,6.8,2492,4
3,18,0,0,100,5.8,1416,4
1,2,0,2,50,9.3,2108,5
2,6,0,2,100,5.7,810,4
3,16,0,0,0,9.0,683,3
0,0,0,1,50,8.2,2244,3
0,1,0,0,0,9.6,2065,5
3,17,1,0,50,5.1,1101,5
3,18,1,0,0,7.0,2022,3
0,0,0,1,50,5.7,1553,5
0,1,0,1,50,9.1,1928,3
3,17,0,2,100,6.1,1336,4
1,4,0,1,0,8.9,1185,3
3,14,0,1,0,8.3,865,4
1,4,1,1,0,9.3,1264,5
3,12,1,1,50,6.2,951,5
1,2,0,0,50,8.7,965,5
3,12,1,1,0,5.4,1809,5
0,0,0,1,100,6.0,2255,5
3,16,0,1,100,9.6,1086,5
1,3,0,2,100,7.4,1268,5
2,8,0,1,50,6.3,1681,5
1,4,0,1,0,8.5,1957,5
2,7,0,1,0,5.6,1900,5
3,17,0,0,100,7.8,1302,4
3,18,1,1,100,7.6,1257,3
2,5,0,0,0,6.3,842,4
3,11,0,1,100,6.9,1874,4
1,4,0,0,100,7.2,1071,5
2,5,0,2,50,5.9,1731,4
3,15,1,0,50,8.0,1776,3
0,1,0,1,100,7.3,2082,3
2,7,0,2,0,8.5,1841,5
1,2,0,2,100,5.6,972,4
1,4,0,2,50,9.9,2335,5
0,0,0,2,0,6.1,1648,3
1,3,0,2,100,9.8,2063,3
2,6,0,0,100,5.5,1221,5
3,13,0,2,0,8.8,1569,3
0,1,0,0,0,7.6,1004,3
1,3,0,1,0,7.0,2038,4
0,0,0,0,0,6.7,2437,5
2,5,0,0,50,8.1,1628,3
2,9,0,2,50,9.2,824,4
0,1,1,1,100,8.4,1356,5
2,6,0,0,0,6.0,1135,3
2,9,0,1,0,6.0,682,4
1,4,0,0,50,9.4,541,3
3,16,0,2,0,9.1,1814,3
1,3,1,0,0,7.5,1784,5
0,1,0,1,0,6.6,603,4
0,0,1,2,50,6.9,1274,4
3,13,0,1,100,9.0,1508,5
3,11,0,0,50,6.1,2401,4
0,1,0,0,50,7.4,2002,5
0,1,1,0,0,6.5,1187,4
0,0,0,1,0,8.7,2271,5
0,0,0,2,100,7.6,824,5
1,4,0,1,0,8.2,1248,4
0,1,0,1,100,5.1,611,5
2,5,1,0,0,9.7,2466,4
0,0,0,1,0,7.6,898,4
0,0,0,1,50,7.1,1333,5
1,2,0,2,50,8.5,1146,3
2,6,0,1,50,9.9,1068,4
1,4,1,1,50,7.1,2018,5
0,1,0,0,100,8.2,850,3
1,3,1,0,50,8.4,643,3
0,0,1,0,100,8.6,1811,5
1,2,0,1,100,5.8,2179,3
1,2,0,2,100,6.4,1740,4
1,4,0,1,0,5.1,1278,3
3,15,0,1,100,7.4,1169,5
3,19,1,1,100,9.2,877,4
1,3,0,1,100,7.7,1226,4
1,4,0,2,100,5.1,522,5
1,2,0,0,50,9.3,2271,3
2,6,0,1,0,8.8,2356,4
0,1,0,0,0,6.7,951,5
2,5,0,2,0,9.1,1513,3
2,8,0,0,50,8.2,943,3
0,0,0,0,50,7.7,1476,4
1,4,1,1,50,8.9,2316,5
2,8,0,2,0,5.1,1580,3
2,9,1,1,100,7.1,1653,5
0,1,0,2,100,8.1,1256,3
1,2,0,1,100,8.7,2054,5
1,4,0,1,50,8.7,1183,3
1,3,0,0,0,6.0,2360,3
3,14,0,0,50,7.0,1097,3
1,2,0,1,0,8.8,573,4
2,9,0,2,50,9.8,2020,4
1,2,1,2,100,9.5,1443,3
1,3,0,0,50,5.6,1679,5
1,2,0,1,100,6.6,2316,4
3,15,0,2,0,5.8,1478,4
0,1,0,0,0,6.5,1019,4
2,8,0,2,50,7.7,552,4
0,0,1,2,0,5.7,853,3
2,8,1,1,50,7.3,881,4
1,2,1,1,50,7.2,1276,4
2,5,0,1,50,6.7,2488,4
1,4,0,0,100,8.0,1017,5
3,12,0,0,100,6.2,2276,4
0,0,0,0,100,7.9,597,4
3,10,0,0,100,9.4,1181,3
1,3,0,0,100,6.4,2004,3
2,5,0,1,50,5.7,1678,5
1,3,0,0,0,9.8,2457,5
1,2,0,0,100,9.7,977,3
0,1,1,2,0,9.0,507,5
0,1,0,2,0,9.3,1938,4
3,15,1,2,100,8.5,1660,4
2,7,0,1,0,8.7,628,3
2,5,0,0,100,7.7,2018,3
2,6,0,0,0,8.5,1793,3
2,6,0,2,100,5.9,832,3
1,3,0,2,0,5.7,627,3
3,16,0,1,50,8.9,2324,3
0,0,0,2,50,7.5,854,4
0,0,1,2,50,5.7,2463,3
3,17,0,2,50,9.9,1905,5
1,4,0,0,50,9.3,1188,4
2,8,0,2,50,9.0,1047,5
2,5,0,1,100,7.8,563,3
0,0,0,1,100,9.9,1608,5
3,12,0,1,100,8.0,1836,3
0,1,0,0,100,9.2,903,4
2,5,0,1,50,5.7,1004,4
0,0,1,0,0,7.8,1609,5
3,16,0,0,0,7.4,564,5
0,1,0,0,50,7.9,710,5
1,3,0,0,0,5.3,532,5
1,2,0,1,0,7.3,1591,5
2,6,0,1,50,6.7,1008,3
3,16,1,1,100,7.9,622,4
1,3,0,0,50,8.0,1340,4
3,11,0,0,0,9.3,1628,4
0,1,0,1,100,6.1,2300,5
2,7,0,0,50,8.0,644,3
2,6,0,2,50,8.6,1876,5
0,1,0,0,100,5.2,1639,5
0,1,1,1,0,8.3,1693,4
3,19,0,2,0,6.3,1516,5
1,3,0,1,50,6.7,1032,4
1,4,0,0,0,9.3,2135,3
1,2,0,1,0,9.4,1737,5
3,17,0,1,50,7.4,2322,4
1,4,1,0,50,6.5,901,4
1,2,1,2,50,8.3,1442,3
3,14,0,1,50,9.9,2272,5
2,8,0,2,100,7.8,1210,4
0,1,0,2,50,9.5,2307,3
1,3,0,1,50,5.6,687,5
2,9,0,2,0,8.4,1863,4
1,3,0,1,50,6.3,930,5
2,7,0,1,0,8.6,997,5
0,1,1,1,50,6.3,1533,5
2,8,0,0,0,8.0,2341,3
2,9,1,1,100,9.7,1048,5
3,12,0,2,50,7.2,1746,5
3,19,1,2,50,7.3,1021,5
1,3,1,1,50,5.8,1222,3
0,0,1,1,100,8.6,2266,3
2,5,0,1,50,8.1,2015,3
3,16,0,2,0,7.0,862,3
1,4,1,2,100,5.4,2149,4
0,1,0,1,50,10.0,1334,5
2,5,0,2,50,9.0,788,3
1,2,0,2,0,7.4,775,4
1,4,0,0,0,7.4,1137,3
0,0,0,1,50,7.6,603,4
1,4,1,2,100,6.0,2326,3
1,2,0,1,100,6.5,505,4
0,1,0,1,0,5.8,753,3
0,1,1,2,50,7.1,1709,5
1,4,1,1,100,8.0,892,3
3,12,1,0,0,7.1,1298,5
2,5,0,0,50,9.7,1640,4
1,4,0,2,50,9.9,2112,3
0,0,0,2,100,9.0,1454,3
1,3,0,1,100,5.6,1002,5
2,9,0,1,100,7.4,2097,3
3,19,0,2,0,6.2,834,5
0,1,1,2,100,5.4,1695,5
1,2,0,2,50,9.7,703,5
3,14,0,2,0,5.3,1842,3
3,13,1,0,100,6.8,2478,3
3,14,0,0,0,7.5,535,5
3,18,0,2,100,9.0,722,4
0,1,1,2,50,7.6,1548,3
1,4,1,2,0,6.1,1560,4
3,10,0,0,50,9.3,1157,5
3,16,0,0,100,7.5,1957,5
3,16,0,0,0,7.9,619,5
1,4,0,2,0,8.1,1954,5
1,4,0,1,50,6.0,1305,4
3,18,0,2,0,6.7,2375,5
1,4,0,2,100,8.3,880,3
3,13,1,0,100,7.2,1675,4
3,13,0,2,50,5.3,995,4
2,8,0,2,100,6.1,2447,3
2,6,1,0,50,8.4,2223,5
3,13,0,2,50,8.9,522,4
1,3,0,2,100,5.2,1324,3
2,5,0,0,100,5.6,1951,3
2,8,0,1,100,6.3,2422,3
3,16,0,1,100,8.9,765,3
0,1,0,0,0,6.1,1458,4
1,4,0,1,50,9.2,611,4
2,9,0,2,0,7.6,2282,4
0,0,0,2,50,5.1,1744,3
0,0,0,1,100,8.1,1560,3
3,19,0,2,50,9.5,636,3
0,1,1,2,100,6.5,2084,4
1,2,0,2,50,5.9,995,4
0,1,1,1,100,5.5,1524,3
2,6,0,0,0,9.1,544,3
2,7,0,0,100,7.7,1994,3
0,1,0,2,100,6.3,1661,4
2,6,0,0,0,6.8,1159,5
1,3,1,1,50,8.6,2454,5
3,14,0,2,0,9.4,2439,4
0,1,0,0,50,9.2,2144,3
3,15,0,1,0,7.6,1538,5
1,2,0,0,100,9.3,1867,3
3,10,0,0,100,9.9,1466,4
0,0,0,0,50,7.7,628,5
1,3,0,1,0,6.4,1904,3
3,10,0,2,0,7.6,1750,4
1,4,0,1,100,8.6,1879,3
1,2,0,1,0,6.7,2293,3
1,3,0,1,0,8.5,1441,3
2,5,1,2,0,8.1,2004,4
2,8,0,1,100,5.8,1327,4
3,18,0,0,0,9.8,866,3
1,4,1,2,0,5.2,1811,5
3,19,0,2,100,6.3,1944,3
3,12,0,2,100,6.6,1172,3
1,4,0,1,0,5.5,2015,3
3,12,1,0,50,7.0,1490,4
